鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元
北投區,車位,臺北市北投區知行路214巷1~30號,0.2,住,,,10307,土地0建物0車位1,一層,011,其他,見其他登記事項,鋼筋混凝土造,1000919,30.99,0,0,0,有,有,1000000,,坡道平面,0.0,1000000
士林區,房地(土地+建物)+車位,臺北市士林區基河路1~30號,11.27,住,,,10307,土地1建物1車位1,三層,011,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0931231,73.35,1,1,1,有,有,14680000,200136,坡道平面,37.73,0
北投區,房地(土地+建物),臺北市北投區石牌路二段130巷2弄1~30號,35.75,商,,,10307,土地1建物1車位0,二層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620113,81.56,2,2,1,有,無,10300000,126287,,0.0,0
北投區,房地(土地+建物),臺北市北投區大度路三段301巷28弄1~30號,27.5,住,,,10306,土地1建物1車位0,二層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0751113,90.85,3,2,2,有,無,8800000,96863,,0.0,0
大安區,房地(土地+建物),臺北市大安區和平東路二段107巷6弄1~30號,16.35,商,,,10305,土地2建物1車位0,二層，電梯樓梯間,005,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840821,69.12,2,2,1,有,無,20460000,296007,,0.0,0
大安區,房地(土地+建物),臺北市大安區復興南路一段61~90號,3.16,商,,,10307,土地1建物1車位0,九層,012,套房(1房1廳1衛),住家用,鋼筋混凝土造,0760302,40.41,1,1,1,有,有,11630000,287800,,0.0,0
士林區,房地(土地+建物)+車位,臺北市士林區大南路331~360號,27.98,工,,,10307,土地1建物1車位1,八層,015,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0961108,192.97000000000003,3,1,2,有,有,28500000,147691,坡道平面,29.09,0
士林區,車位,臺北市士林區福港街241~270號,5.44,住,,,10307,土地0建物0車位1,地下層,006,其他,見使用執照,鋼筋混凝土造,0661209,28.67,0,0,0,有,有,1800000,,坡道平面,28.67,1800000
北投區,房地(土地+建物),臺北市北投區實踐街31~60號,32.5,住,,,10305,土地1建物1車位0,四層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0601105,106.93,8,3,5,有,無,17650000,165061,,0.0,0
北投區,房地(土地+建物),臺北市北投區中央北路四段354巷2弄1~30號,12.42,住,,,10306,土地1建物1車位0,四層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720713,45.559999999999995,3,1,1,有,無,1400000,30735,,0.0,0
北投區,房地(土地+建物),臺北市北投區石牌路一段166巷43弄1~30號,38.81,住,,,10307,土地1建物1車位0,一層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680622,99.15,2,3,1,有,無,19500000,196672,,0.0,0
大安區,房地(土地+建物),臺北市大安區忠孝東路四段170巷18弄1~30號,34.87,住,,,10304,土地1建物1車位0,一層,007,店面(店鋪),商業用,鋼筋混凝土造,,173.95999999999998,0,1,0,有,有,110000000,632329,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區西園路二段261巷34弄1~30號,55.0,住,,,10307,土地1建物1車位0,全,002,透天厝,,加強磚造,,79.58,3,2,2,有,無,14000000,175924,,0.0,0
萬華區,房地(土地+建物)+車位,臺北市萬華區中華路二段364巷1~30號,53.48,住,,,10307,土地1建物1車位1,十二層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020702,206.45999999999998,3,2,2,有,有,12571541,60891,坡道平面,0.0,0
中山區,房地(土地+建物),臺北市中山區民族東路410巷1~30號,24.5,商,,,10307,土地1建物1車位0,四層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650303,78.58,3,1,2,有,無,6770000,86154,,0.0,0
文山區,房地(土地+建物),臺北市文山區興隆路二段244巷31~60號,24.25,住,,,10307,土地1建物1車位0,三層，陽台,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,60.65,2,1,1,有,無,4164150,68659,,0.0,0
中正區,土地,永昌段四小段631~660地號,11.11,住,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,53791,4842,,0.0,0
大安區,車位,臺北市大安區四維路192巷1~30號,0.37,住,,,10307,土地0建物0車位1,一層,013,其他,見其他登記事項,鋼筋混凝土造,1020131,1.19,0,0,0,有,有,1500000,,塔式車位,0.0,1500000
中正區,房地(土地+建物)+車位,臺北市中正區寧波西街31~60號,15.63,住,,,10306,土地1建物1車位1,五層,012,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0860610,167.64,4,2,2,有,有,34500000,205798,坡道平面,0.0,0
大安區,房地(土地+建物)+車位,臺北市大安區四維路192巷1~30號,28.95,住,,,10307,土地1建物1車位2,七層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020131,187.10999999999999,0,0,0,無,有,71000000,367548,塔式車位,2.1,3000000
大安區,房地(土地+建物)+車位,臺北市大安區四維路192巷1~30號,28.95,住,,,10307,土地1建物1車位2,四層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020131,187.10999999999999,3,2,2,有,有,67100000,346468,塔式車位,2.1,3000000
大安區,房地(土地+建物)+車位,臺北市大安區忠孝東路四段216巷8弄1~30號,32.55,住,,,10307,土地2建物1車位1,七層，露台,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,179.16,2,2,2,有,有,48000000,267917,坡道平面,41.4,0
大安區,房地(土地+建物),臺北市大安區光復南路240巷31~60號,10.02,商,,,10307,土地1建物1車位0,四層,011,套房(1房1廳1衛),住家用,鋼筋混凝土造,0941213,65.06,1,1,1,有,有,24750000,380418,,0.0,0
士林區,房地(土地+建物),臺北市士林區社子街125巷31~60號,32.0,住,,,10307,土地1建物1車位0,二層，陽台,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0651210,88.69,1,1,1,有,無,8330000,93923,,0.0,0
大安區,房地(土地+建物),臺北市大安區仁愛路四段266巷15弄1~30號,24.31,住,,,10305,土地1建物1車位0,七層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,130.41,3,2,2,有,有,38000000,291389,,0.0,0
北投區,房地(土地+建物)+車位,臺北市北投區石牌路二段315巷10弄1~30號,10.31,住,,,10306,土地1建物1車位1,十層,010,套房(1房1廳1衛),住家用,鋼筋混凝土造,0960625,65.48,1,1,1,有,有,11500000,175626,坡道機械,28.35,0
北投區,房地(土地+建物)+車位,臺北市北投區西安街二段331~360號,50.75,住,,,10306,土地1建物1車位1,六層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1021004,209.54,3,2,2,有,無,40000000,190894,升降機械,17.03,0
士林區,房地(土地+建物),臺北市士林區忠誠路二段21巷31~60號,39.69,住,,,10307,土地1建物1車位0,三層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730118,134.0,4,2,2,有,有,23100000,172388,,0.0,0
士林區,房地(土地+建物),臺北市士林區延平北路六段116巷15弄1~30號,36.0,住,,,10306,土地1建物1車位0,四層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620911,91.13,3,1,1,有,無,6500000,71327,,0.0,0
士林區,房地(土地+建物),臺北市士林區通河西街二段121~150號,19.18,住,,,10307,土地1建物1車位0,七層,014,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1000525,92.21000000000001,2,1,1,有,有,12500000,135560,,0.0,0
松山區,房地(土地+建物)+車位,臺北市松山區南京東路四段121~150號,90.64,商,,,10307,土地1建物3車位6,五層,012,辦公商業大樓,商業用,鋼筋混凝土造,0810701,961.62,0,0,0,無,有,214000000,222539,坡道平面,0.0,12000000
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段391~420號,16.86,商,,,10307,土地2建物1車位1,七層,018,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,0860121,196.99,3,2,2,有,無,43000000,218285,坡道平面,36.28,0
松山區,土地,寶清段五小段301~330地號,25.0,住,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7826000,313040,,0.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街136巷18弄31~60號,19.71,住,,,10307,土地1建物1車位1,四層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020625,143.64,3,2,2,有,有,21260000,148009,坡道機械,22.64,0
信義區,房地(土地+建物),臺北市信義區忠孝東路五段423巷4弄31~60號,33.38,住,,,10308,土地1建物1車位0,四層,005,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,0780428,137.54,2,2,1,有,無,26500000,192671,,0.0,0
南港區,房地(土地+建物),臺北市南港區重陽路423巷1弄1~30號,36.44,工,,,10307,土地1建物1車位0,三層,004,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,,96.0,0,0,0,無,無,11070000,115313,,0.0,0
松山區,房地(土地+建物),臺北市松山區民權東路三段103巷1~30號,36.75,商,,,10307,土地1建物1車位0,四層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620713,100.13,6,0,6,有,無,16300000,162788,,0.0,0
松山區,房地(土地+建物),臺北市松山區南京東路三段256巷1~30號,41.25,住,,,10306,土地1建物1車位0,三層,004,公寓(5樓含以下無電梯),住家用,加強磚造,,96.27,3,2,2,有,無,22000000,228524,,0.0,0
中山區,房地(土地+建物),臺北市中山區錦州街1~30號,5.6,商,,,10306,土地1建物1車位0,三層,010,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0720108,44.72,1,1,1,有,有,3500000,78265,,0.0,0
中山區,房地(土地+建物),臺北市中山區四平街1~30號,21.4,住,,,10307,土地1建物1車位0,一層,005,店面(店鋪),住家用,鋼筋混凝土造,0571120,67.98,0,0,0,無,無,6633100,97574,,0.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區行善路48巷1~30號,87.44,工,,,10307,土地1建物1車位2,三層,006,工廠,見其他登記事項,鋼筋混凝土造,0971024,344.74,0,0,0,無,無,40000000,,坡道平面,0.0,0
中山區,房地(土地+建物),臺北市中山區松江路77巷1~30號,4.5,住,,,10307,土地2建物1車位0,七層,011,套房(1房1廳1衛),商業用,鋼筋混凝土造,0931224,25.25,1,1,1,有,有,9300000,368317,,0.0,0
中山區,房地(土地+建物),臺北市中山區龍江路377巷1~30號,21.22,住,,,10307,土地1建物1車位0,五層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750218,130.92,3,2,2,有,無,9000000,68744,,0.0,0
中山區,房地(土地+建物),臺北市中山區錦州街241~270號,6.44,住,,,10306,土地1建物1車位0,一層，騎樓,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610416,19.67,0,0,0,無,無,8700000,442298,,0.0,0
中山區,房地(土地+建物),臺北市中山區林森北路85巷31~60號,4.78,商,,,10307,土地2建物1車位0,二層,007,套房(1房1廳1衛),商業用,鋼筋混凝土造,,24.619999999999997,1,1,1,有,有,4700000,190902,,0.0,0
中山區,房地(土地+建物),臺北市中山區中山北路二段59巷1~30號,6.53,商,,,10307,土地1建物2車位0,一層,014,辦公商業大樓,商業用,鋼筋混凝土造,0880427,58.82,1,1,1,有,無,15000000,255015,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區安泰街125巷1~30號,28.57,住,,,10307,土地1建物1車位0,六層，電梯樓梯間,006,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0851009,126.38000000000001,2,2,2,有,有,15800000,125020,,0.0,0
中山區,房地(土地+建物),臺北市中山區林森北路391~420號,3.06,商,,,10307,土地1建物1車位0,七層,012,套房(1房1廳1衛),住家用,鋼筋混凝土造,0710531,34.81,1,1,1,有,有,5950000,170928,,0.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區南京東路六段151~180號,37.58,住,,,10305,土地1建物1車位1,一層，二層,005,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970422,269.05,4,2,3,有,有,31880000,118491,坡道平面,0.0,0
內湖區,房地(土地+建物),臺北市內湖區民權東路六段47巷16弄1~30號,21.09,住,,,10307,土地1建物1車位0,一層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721122,83.16999999999999,3,2,2,有,無,11900000,143080,,0.0,0
中山區,房地(土地+建物),臺北市中山區合江街127巷1~30號,27.08,住,,,10306,土地1建物1車位0,二層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0661021,77.72,3,2,2,有,無,16800000,216161,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區中華路二段498巷1~30號,17.51,住,,,10306,土地1建物1車位0,八層,012,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,,63.09,3,1,1,有,有,9800000,155334,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區內江街61~90號,4.54,商,,,10307,土地1建物1車位0,五層,014,套房(1房1廳1衛),住家用,鋼筋混凝土造,0921204,46.43,1,1,1,有,有,9650000,207840,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區青年路68巷1~30號,17.94,住,,,10306,土地0建物1車位0,一層，騎樓,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640403,52.69,2,1,1,有,無,3800000,72120,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區大理街175巷1~30號,104.0,其他,,,10307,土地1建物2車位0,一層,001,其他,住家用,磚造,,68.21,2,2,2,有,無,26500000,388506,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區長沙街二段1~30號,2.81,商,,,10307,土地11建物1車位0,十一層,011,套房(1房1廳1衛),見使用執照,鋼筋混凝土造,,28.35,1,1,1,有,有,4635000,163492,,0.0,0
萬華區,房地(土地+建物),臺北市萬華區峨眉街91~120號,3.63,商,,,10307,土地1建物1車位0,九層,011,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0950126,37.16,2,1,1,有,有,9680000,260495,,0.0,0
萬華區,土地,莒光段四小段61~90地號,62.0,其他,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,22000000,354839,,0.0,0
中正區,房地(土地+建物),臺北市中正區中華路二段409巷7弄1~30號,21.63,住,,,10306,土地2建物1車位0,一層,003,公寓(5樓含以下無電梯),住家用,加強磚造,0510914,29.54,1,1,1,有,無,3900000,132024,,0.0,0
中正區,房地(土地+建物)+車位,臺北市中正區南昌路二段1~30號,20.09,商,,,10307,土地2建物1車位2,五層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020315,257.93,2,2,2,有,無,62000000,299045,坡道平面,66.32,4700000
文山區,房地(土地+建物)+車位,臺北市文山區羅斯福路六段391~420號,7.13,商,,,10307,土地1建物1車位1,十一層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971029,114.47,1,2,1,有,有,22500000,196558,坡道平面,46.95,0
文山區,土地,實踐段二小段571~600地號,55.7,商,,,10307,土地8建物0車位0,,,其他,,,,0.0,0,0,0,有,無,30708000,551311,,0.0,0
文山區,土地,實踐段二小段571~600地號,4.29,商,,,10307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2340000,545455,,0.0,0
文山區,房地(土地+建物),臺北市文山區指南路二段45巷4弄1~30號,32.25,住,,,10307,土地1建物1車位0,三層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,97.87,3,1,1,有,無,5200000,53132,,0.0,0
文山區,房地(土地+建物),臺北市文山區萬美街二段2巷1~30號,65.8,住,,,10306,土地1建物1車位0,九層,012,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0720916,101.32000000000001,3,2,1,有,有,11000000,108567,,0.0,0
文山區,房地(土地+建物)+車位,臺北市文山區興隆路四段58巷16弄1~30號,36.27,住,,,10307,土地1建物1車位1,二層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030606,228.20999999999998,3,1,2,有,有,26510000,154147,坡道平面,72.45,2500000
文山區,房地(土地+建物)+車位,臺北市文山區興隆路四段58巷16弄1~30號,34.72,住,,,10307,土地1建物1車位1,七層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030606,221.67000000000002,3,1,2,有,有,26130000,160501,坡道平面,72.45,2180000
文山區,房地(土地+建物)+車位,臺北市文山區興隆路四段58巷16弄1~30號,36.27,住,,,10307,土地1建物1車位1,六層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030606,228.20999999999998,3,1,2,有,有,28000000,164355,坡道平面,72.45,2400000
文山區,房地(土地+建物)+車位,臺北市文山區興隆路四段58巷16弄1~30號,36.27,住,,,10307,土地1建物1車位1,五層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030606,228.20999999999998,3,1,2,有,有,25810000,151644,坡道平面,72.45,2190000
文山區,房地(土地+建物)+車位,臺北市文山區興隆路四段58巷16弄1~30號,34.72,住,,,10307,土地1建物1車位1,七層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030606,221.67000000000002,3,1,2,有,有,25690000,157888,坡道平面,72.45,2130000
文山區,房地(土地+建物)+車位,臺北市文山區興隆路四段58巷16弄1~30號,23.66,住,,,10307,土地1建物1車位1,八層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030606,173.79000000000002,3,1,2,有,有,17890000,156996,坡道平面,72.45,1980000
文山區,房地(土地+建物)+車位,臺北市文山區興隆路四段58巷16弄1~30號,45.78,住,,,10307,土地1建物1車位1,九層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030606,267.27,3,1,2,有,有,36000000,171922,坡道平面,70.32,2140000
文山區,土地,萬芳段三小段931~960地號,1.14,住,,,10305,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,416566,365409,,0.0,0
文山區,房地(土地+建物),臺北市文山區指南路二段45巷24弄1~30號,29.6,住,,,10306,土地1建物1車位0,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710930,101.65,3,2,1,有,無,13600000,133792,,0.0,0
